Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1623532544.589426,172.10.0.2:57436,,,5,3
1623532544.628065,172.10.0.2:57436,,,6,3
1623532544.664166,172.10.0.2:57436,,,6,3
1623532544.699992,172.10.0.2:57436,,,6,3
1623532544.735968,172.10.0.2:57436,,,5,3
1623532544.775067,172.10.0.2:57436,,,5,3
1623532544.811622,172.10.0.2:57436,,,4,3
1623532544.849023,172.10.0.2:57436,,,4,3
1623532544.886901,172.10.0.2:57436,,,5,3
1623532544.926779,172.10.0.2:57436,,,5,3
1623532544.963106,172.10.0.2:57436,,,5,3
1623532545.001223,172.10.0.2:57436,,,5,3
1623532545.036991,172.10.0.2:57436,,,6,3
1623532545.072214,172.10.0.2:57436,,,6,3
1623532545.117635,172.10.0.2:57436,,,6,3
1623532545.166508,172.10.0.2:57436,,,5,3
1623532545.202626,172.10.0.2:57436,,,5,3
1623532545.238619,172.10.0.2:57436,,,4,3
1623532545.274178,172.10.0.2:57436,,,4,3
1623532545.310887,172.10.0.2:57436,,,5,3
1623532545.349558,172.10.0.2:57436,,,5,3
1623532545.385587,172.10.0.2:57436,,,5,3
1623532545.421768,172.10.0.2:57436,,,6,3
1623532545.460060,172.10.0.2:57436,,,6,3
1623532545.496101,172.10.0.2:57436,,,6,3
1623532545.533799,172.10.0.2:57436,,,5,3
1623532545.569673,172.10.0.2:57436,,,5,3
1623532545.604714,172.10.0.2:57436,,,4,3
1623532545.642995,172.10.0.2:57436,,,4,3
1623532545.681150,172.10.0.2:57436,,,5,3
1623532545.717905,172.10.0.2:57436,,,5,3
1623532545.754806,172.10.0.2:57436,,,5,3
1623532545.792460,172.10.0.2:57436,,,5,3
1623532545.829400,172.10.0.2:57436,,,6,3
1623532545.865720,172.10.0.2:57436,,,6,3
1623532545.902292,172.10.0.2:57436,,,6,3
1623532545.941812,172.10.0.2:57436,,,5,3
1623532545.979086,172.10.0.2:57436,,,5,3
1623532546.015221,172.10.0.2:57436,,,5,3
1623532546.053031,172.10.0.2:57436,,,4,3
1623532546.089597,172.10.0.2:57436,,,5,3
1623532546.126862,172.10.0.2:57436,,,5,3
1623532546.166330,172.10.0.2:57436,,,5,3
1623532546.202558,172.10.0.2:57436,,,6,3
1623532546.238012,172.10.0.2:57436,,,6,3
1623532546.275246,172.10.0.2:57436,,,6,3
1623532546.311354,172.10.0.2:57436,,,5,3
1623532546.347964,172.10.0.2:57436,,,5,3
1623532546.384849,172.10.0.2:57436,,,4,3
1623532546.420974,172.10.0.2:57436,,,4,3
1623532546.457671,172.10.0.2:57436,,,5,3
1623532546.495971,172.10.0.2:57436,,,5,3
1623532546.534902,172.10.0.2:57436,,,5,3
1623532546.571468,172.10.0.2:57436,,,6,3
1623532546.607555,172.10.0.2:57436,,,6,3
1623532546.643561,172.10.0.2:57436,,,6,3
1623532546.683025,172.10.0.2:57436,,,5,3
1623532546.719708,172.10.0.2:57436,,,5,3
1623532546.755864,172.10.0.2:57436,,,4,3
1623532546.791831,172.10.0.2:57436,,,4,3
1623532546.828379,172.10.0.2:57436,,,5,3
1623532546.865670,172.10.0.2:57436,,,5,3
1623532546.900873,172.10.0.2:57436,,,5,3
1623532546.939791,172.10.0.2:57436,,,5,3
1623532546.976559,172.10.0.2:57436,,,6,3
1623532547.014837,172.10.0.2:57436,,,6,3
1623532547.051353,172.10.0.2:57436,,,6,3
1623532547.087735,172.10.0.2:57436,,,5,3
1623532547.123916,172.10.0.2:57436,,,5,3
1623532547.161106,172.10.0.2:57436,,,5,3
1623532547.198716,172.10.0.2:57436,,,4,3
1623532547.234633,172.10.0.2:57436,,,5,3
1623532547.270857,172.10.0.2:57436,,,5,3
1623532547.307975,172.10.0.2:57436,,,5,3
1623532547.344134,172.10.0.2:57436,,,6,3
1623532547.381007,172.10.0.2:57436,,,6,3
1623532547.417828,172.10.0.2:57436,,,6,3
1623532547.456038,172.10.0.2:57436,,,5,3
1623532547.492453,172.10.0.2:57436,,,5,3
1623532547.529893,172.10.0.2:57436,,,5,3
1623532547.565217,172.10.0.2:57436,,,4,3
1623532547.601846,172.10.0.2:57436,,,5,3
1623532547.639311,172.10.0.2:57436,,,5,3
1623532547.674620,172.10.0.2:57436,,,5,3
1623532547.711954,172.10.0.2:57436,,,5,3
1623532547.747789,172.10.0.2:57436,,,6,3
1623532547.783228,172.10.0.2:57436,,,6,3
1623532547.820587,172.10.0.2:57436,,,6,3
1623532547.857945,172.10.0.2:57436,,,6,3
1623532547.894386,172.10.0.2:57436,,,5,3
1623532547.934684,172.10.0.2:57436,,,5,3
1623532547.972315,172.10.0.2:57436,,,4,3
1623532548.009096,172.10.0.2:57436,,,5,3
1623532548.046966,172.10.0.2:57436,,,5,3
1623532548.086161,172.10.0.2:57436,,,5,3
1623532548.122688,172.10.0.2:57436,,,6,3
1623532548.161208,172.10.0.2:57436,,,6,3
1623532548.196657,172.10.0.2:57436,,,6,3
1623532548.234046,172.10.0.2:57436,,,6,3
1623532548.270808,172.10.0.2:57436,,,5,3
1623532548.308238,172.10.0.2:57436,,,5,3
1623532548.344135,172.10.0.2:57436,,,4,3
1623532548.380464,172.10.0.2:57436,,,5,3
1623532548.417274,172.10.0.2:57436,,,5,3
1623532548.453851,172.10.0.2:57436,,,5,3
1623532548.492824,172.10.0.2:57436,,,5,3
1623532548.530318,172.10.0.2:57436,,,6,3
1623532548.566811,172.10.0.2:57436,,,6,3
1623532548.603955,172.10.0.2:57436,,,6,3
1623532548.642498,172.10.0.2:57436,,,6,3
1623532548.678714,172.10.0.2:57436,,,5,3
1623532548.716463,172.10.0.2:57436,,,5,3
1623532548.752632,172.10.0.2:57436,,,4,3
1623532548.789015,172.10.0.2:57436,,,4,3
1623532548.826421,172.10.0.2:57436,,,5,3
1623532548.862892,172.10.0.2:57436,,,5,3
1623532548.908803,172.10.0.2:57436,,,5,3
1623532548.946344,172.10.0.2:57436,,,6,3
1623532548.983532,172.10.0.2:57436,,,6,3
1623532549.021217,172.10.0.2:57436,,,6,3
1623532549.060780,172.10.0.2:57436,,,5,3
1623532549.097325,172.10.0.2:57436,,,5,3
1623532549.133429,172.10.0.2:57436,,,4,3
1623532549.171248,172.10.0.2:57436,,,5,3
1623532549.207139,172.10.0.2:57436,,,5,3
1623532549.243670,172.10.0.2:57436,,,5,3
1623532549.288388,172.10.0.2:57436,,,6,3
1623532549.324599,172.10.0.2:57436,,,6,3
1623532549.359890,172.10.0.2:57436,,,6,3
